UniProtIds,Genes,ProteinGroups,ProteinNames,ProteinDescriptions,Valid,Comparison (group1/group2),Condition Numerator,Condition Denominator,# of Ratios,Group,AVG Group Quantity Denominator,AVG Group Quantity Numerator,AVG Log2 Ratio,Absolute AVG Log2 Ratio,% Change,Ratio,Standard Deviation,Pvalue,Qvalue,Degrees Of Freedom,Standard Error,Organisms,Protein Coverage,Molecular Weight,GO Biological Process,GO Molecular Function,GO Cellular Component,Database,Protein Existence,Sequence Version,FASTAName,FASTAHeader,# Unique Total Peptides,# Unique Total EG.Id
P61247,RPS3A,P61247,RS3A_HUMAN,40S ribosomal protein S3a,TRUE,M / MaN,M,MaN,25,P61247,212.621398925781,114.618583679199,-0.89,0.89,-46.09,0.54,0,6.46E-01,5.37E-01,24,0.539877022106091,Homo sapiens,0%,29944.91,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,rRNA processing,translation,translational initiation,SRP-dependent cotranslational protein targeting to membrane,viral transcription,cell differentiation,negative regulation of apoptotic process","RNA binding,structural constituent of ribosome,protein binding,poly(A) RNA binding","nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,focal adhesion,cytosolic small ribosomal subunit,intracellular ribonucleoprotein complex,extracellular matrix,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P61247|RS3A_HUMAN 40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2,30,55
P61254;Q9UNX3,RPL26;RPL26L1,P61254;Q9UNX3,RL26_HUMAN;RL26L_HUMAN,60S ribosomal protein L26;60S ribosomal protein L26-like 1,TRUE,M / MaN,M,MaN,20,P61254;Q9UNX3,213.932189941406,177.09521484375,-0.27,0.27,-17.22,0.83,0,1.85E-01,2.80E-01,19,0.578352248869584,Homo sapiens,0%;0%,17258.21;17256.23,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,cytoplasmic translation,rRNA processing,translation,translational initiation,SRP-dependent cotranslational protein targeting to membrane,viral transcription,ribosomal large subunit biogenesis;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,cytoplasmic translation,rRNA processing,translational initiation,SRP-dependent cotranslational protein targeting to membrane,viral transcription,ribosomal large subunit biogenesis","RNA binding,structural constituent of ribosome,protein binding,poly(A) RNA binding;structural constituent of ribosome","cytosol,membrane,cytosolic large ribosomal subunit,extracellular exosome;cytosol,cytosolic large ribosomal subunit,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P61254|RL26_HUMAN 60S ribosomal protein L26 OS=Homo sapiens GN=RPL26 PE=1 SV=1;>sp|Q9UNX3|RL26L_HUMAN 60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1,4,8
P61289,PSME3,P61289,PSME3_HUMAN,Proteasome activator complex subunit 3,TRUE,M / MaN,M,MaN,15,P61289,46.4433212280273,58.5186080932617,0.33,0.33,26.00,1.26,0,3.79E-01,4.19E-01,14,0.487017998476441,Homo sapiens,0%,29506.05,"MAPK cascade,protein polyubiquitination,stimulatory C-type lectin receptor signaling pathway,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,regulation of cellular amino acid metabolic process,apoptotic process,positive regulation of endopeptidase activity,anaphase-promoting complex-dependent catabolic process,tumor necrosis factor-mediated signaling pathway,NIK/NF-kappaB signaling,Fc-epsilon receptor signaling pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of mRNA stability,T cell receptor signaling pathway,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,Wnt signaling pathway, planar cell polarity pathway,regulation of proteasomal protein catabolic process,negative regulation of canonical Wnt signaling pathway,positive regulation of canonical Wnt signaling pathway,regulation of G1/S transition of mitotic cell cycle,negative regulation of extrinsic apoptotic signaling pathway","p53 binding,protein binding,identical protein binding,endopeptidase activator activity,MDM2/MDM4 family protein binding","proteasome complex,nucleus,nucleoplasm,cytoplasm,cytosol,proteasome activator complex,membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P61289|PSME3_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1,23,41
P61313,RPL15,P61313,RL15_HUMAN,60S ribosomal protein L15,TRUE,M / MaN,M,MaN,35,P61313,2935.18530273437,710.537963867187,-2.05,2.05,-75.79,0.24,0,2.07E-01,2.99E-01,34,0.533951032484127,Homo sapiens,12.70%,24146.07,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,cytoplasmic translation,rRNA processing,translation,translational initiation,SRP-dependent cotranslational protein targeting to membrane,viral transcription,cell-cell adhesion","RNA binding,structural constituent of ribosome,protein binding,poly(A) RNA binding,cadherin binding involved in cell-cell adhesion","nucleus,cytosol,ribosome,cell-cell adherens junction,membrane,cytosolic large ribosomal subunit,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P61313|RL15_HUMAN 60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2,16,23
P61353,RPL27,P61353,RL27_HUMAN,60S ribosomal protein L27,TRUE,M / MaN,M,MaN,25,P61353,377.196899414062,1631.48266601562,2.11,2.11,332.53,4.33,0,2.59E-01,3.41E-01,24,0.504700863304674,Homo sapiens,6.60%,15797.72,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,rRNA processing,translation,translational initiation,SRP-dependent cotranslational protein targeting to membrane,viral transcription","structural constituent of ribosome,poly(A) RNA binding","nucleus,cytosol,ribosome,focal adhesion,membrane,cytosolic large ribosomal subunit,intracellular ribonucleoprotein complex,extracellular matrix,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P61353|RL27_HUMAN 60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2,11,19
P61586,RHOA,P61586,RHOA_HUMAN,Transforming protein RhoA,TRUE,M / MaN,M,MaN,45,P61586,298.528167724609,227.069213867187,-0.39,0.39,-23.94,0.76,0,8.63E-01,6.18E-01,44,0.329738050463351,Homo sapiens,0%,21768.12,"transforming growth factor beta receptor signaling pathway,Rho protein signal transduction,viral process,cell migration,substantia nigra development,actin cytoskeleton organization,platelet activation,regulation of cell migration,actin cytoskeleton reorganization,positive regulation of cytokinesis,regulation of actin cytoskeleton organization,regulation of osteoblast proliferation,Roundabout signaling pathway,cleavage furrow formation,apolipoprotein A-I-mediated signaling pathway,positive regulation of NF-kappaB import into nucleus,positive regulation of I-kappaB kinase/NF-kappaB signaling,stress fiber assembly,apical junction assembly,endothelial cell migration,ossification involved in bone maturation,wound healing, spreading of cells,positive regulation of neuron differentiation,vascular endothelial growth factor receptor signaling pathway,ephrin receptor signaling pathway,phosphatidylinositol-mediated signaling,negative regulation of axonogenesis,positive regulation of axonogenesis,negative chemotaxis,regulation of small GTPase mediated signal transduction,positive regulation of stress fiber assembly,Wnt signaling pathway, planar cell polarity pathway,positive regulation of lipase activity,trabecula morphogenesis,positive regulation of protein serine/threonine kinase activity,negative regulation of cell migration involved in sprouting angiogenesis,mitotic spindle assembly,endothelial tube lumen extension,skeletal muscle satellite cell migration,mitotic cleavage furrow formation,regulation of cell motility","GTPase activity,protein binding,GTP binding,myosin binding","endosome,endoplasmic reticulum membrane,cytosol,cytoskeleton,plasma membrane,focal adhesion,cell cortex,lamellipodium,cell junction,midbody,extrinsic component of cytoplasmic side of plasma membrane,vesicle,apical junction complex,extracellular exosome,cell periphery,cleavage furrow",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P61586|RHOA_HUMAN Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1,17,30
P61619,SEC61A1,P61619,S61A1_HUMAN,Protein transport protein Sec61 subunit alpha isoform 1,TRUE,M / MaN,M,MaN,45,P61619,347.327697753906,178.549713134765,-0.96,0.96,-48.59,0.51,0,4.58E-01,4.55E-01,44,0.363707085733315,Homo sapiens,0%,52264.73,"SRP-dependent cotranslational protein targeting to membrane,posttranslational protein targeting to membrane,endoplasmic reticulum organization,cell growth,response to interferon-gamma,IRE1-mediated unfolded protein response,protein targeting to ER,transmembrane transport","protein binding,transmembrane transporter activity,ribosome binding","rough endoplasmic reticulum,cytosol,membrane,integral component of endoplasmic reticulum membrane",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P61619|S61A1_HUMAN Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens GN=SEC61A1 PE=1 SV=2,14,20
P61626,LYZ,P61626,LYSC_HUMAN,Lysozyme C,TRUE,M / MaN,M,MaN,40,P61626,286.976684570312,1437.53332519531,2.32,2.32,400.92,5.01,0,2.23E-02,7.44E-02,39,0.476444429209838,Homo sapiens,0%,16537.01,"retina homeostasis,inflammatory response,cell wall macromolecule catabolic process,cytolysis,cellular protein metabolic process,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium","lysozyme activity,identical protein binding","extracellular region,extracellular space,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P61626|LYSC_HUMAN Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1,17,25
P61803,DAD1,P61803,DAD1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,TRUE,M / MaN,M,MaN,15,P61803,2319.24951171875,305.663177490234,-2.92,2.92,-86.82,0.13,0,9.47E-01,6.38E-01,14,1.12979852085881,Homo sapiens,0%,12496.71,"blastocyst development,protein glycosylation,apoptotic process,response to nutrient,protein N-linked glycosylation via asparagine,response to drug,negative regulation of apoptotic process","oligosaccharyl transferase activity,dolichyl-diphosphooligosaccharide-protein glycotransferase activity","endoplasmic reticulum membrane,oligosaccharyltransferase complex,membrane,integral component of membrane,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P61803|DAD1_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=1 SV=3,4,5
P61966,AP1S1,P61966,AP1S1_HUMAN,AP-1 complex subunit sigma-1A,TRUE,M / MaN,M,MaN,10,P61966,12.1290817260742,35.3949851989746,1.55,1.55,191.82,2.92,0,6.53E-02,1.47E-01,9,0.443471327155656,Homo sapiens,0%,18732.97,"intracellular protein transport,receptor-mediated endocytosis,response to virus,antigen processing and presentation of exogenous peptide antigen via MHC class II,retrograde transport, endosome to Golgi,regulation of defense response to virus by virus",protein transporter activity,"Golgi membrane,lysosomal membrane,Golgi apparatus,cytosol,clathrin-coated pit,membrane,AP-1 adaptor complex,cytoplasmic vesicle membrane,clathrin-coated endocytic vesicle membrane,trans-Golgi network membrane,terminal bouton,intracellular membrane-bounded organelle,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P61966|AP1S1_HUMAN AP-1 complex subunit sigma-1A OS=Homo sapiens GN=AP1S1 PE=1 SV=1,5,6
P61978,HNRNPK,P61978,HNRPK_HUMAN,Heterogeneous nuclear ribonucleoprotein K,TRUE,M / MaN,M,MaN,120,P61978,1497.20422363281,1189.41625976562,-0.33,0.33,-20.56,0.79,0,4.37E-03,2.42E-02,119,0.223464096169248,Homo sapiens,0%,50976.24,"mRNA splicing, via spliceosome,transcription from RNA polymerase II promoter,RNA processing,signal transduction,gene expression,regulation of low-density lipoprotein particle clearance,viral process,protein sumoylation,negative regulation of apoptotic process,positive regulation of low-density lipoprotein particle receptor biosynthetic process,positive regulation of transcription from RNA polymerase II promoter,negative regulation of mRNA splicing, via spliceosome,positive regulation of receptor-mediated endocytosis,regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter,cell-cell adhesion,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,single-stranded DNA binding,RNA binding,protein binding,poly(A) RNA binding,cadherin binding involved in cell-cell adhesion","nuclear chromatin,podosome,nucleus,nucleoplasm,cytoplasm,cell-cell adherens junction,focal adhesion,membrane,extracellular matrix,cell projection,extracellular exosome,catalytic step 2 spliceosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P61978|HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1,41,76
P61981,YWHAG,P61981,1433G_HUMAN,14-3-3 protein gamma,TRUE,M / MaN,M,MaN,15,P61981,66.2101516723632,51.5329399108886,-0.36,0.36,-22.17,0.78,0,9.69E-01,6.44E-01,14,0.470980346777494,Homo sapiens,0%,28302.59,"G2/M transition of mitotic cell cycle,negative regulation of protein kinase activity,protein targeting,regulation of signal transduction,cellular response to insulin stimulus,regulation of neuron differentiation,regulation of synaptic plasticity,membrane organization,negative regulation of protein serine/threonine kinase activity,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","protein kinase C binding,insulin-like growth factor receptor binding,protein binding,protein kinase C inhibitor activity,protein domain specific binding,receptor tyrosine kinase binding,poly(A) RNA binding","mitochondrion,cytosol,focal adhesion,membrane,cytoplasmic vesicle membrane,myelin sheath,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2,21,36
P62081,RPS7,P62081,RS7_HUMAN,40S ribosomal protein S7,TRUE,M / MaN,M,MaN,35,P62081,586.116577148437,433.210815429687,-0.44,0.44,-26.09,0.74,0,6.28E-01,5.31E-01,34,0.481988233307724,Homo sapiens,0%,22126.85,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,neural tube closure,rRNA processing,translation,translational initiation,SRP-dependent cotranslational protein targeting to membrane,viral transcription,cell differentiation,ribosomal small subunit biogenesis","RNA binding,structural constituent of ribosome,protein binding,poly(A) RNA binding","nucleus,nucleoplasm,nucleolus,cytoplasm,microtubule organizing center,cytosol,ribosome,focal adhesion,membrane,cytosolic small ribosomal subunit,intracellular ribonucleoprotein complex,90S preribosome,extracellular matrix,small-subunit processome,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P62081|RS7_HUMAN 40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1,21,35
P62136,PPP1CA,P62136,PP1A_HUMAN,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,TRUE,M / MaN,M,MaN,60,P62136,463.397705078125,209.372955322265,-1.15,1.15,-54.82,0.45,0,5.30E-02,1.28E-01,59,0.239985385068746,Homo sapiens,5.50%,37512.07,"glycogen metabolic process,regulation of glycogen biosynthetic process,regulation of glycogen catabolic process,protein dephosphorylation,cell cycle,dephosphorylation,lung development,negative regulation of protein binding,circadian regulation of gene expression,regulation of translational initiation by eIF2 alpha dephosphorylation,regulation of circadian rhythm,entrainment of circadian clock by photoperiod,branching morphogenesis of an epithelial tube,cell division,regulation of canonical Wnt signaling pathway,beta-catenin destruction complex disassembly,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","phosphoprotein phosphatase activity,protein serine/threonine phosphatase activity,protein binding,protein phosphatase 1 binding,phosphatase activity,protein complex binding,ribonucleoprotein complex binding,metal ion binding","protein phosphatase type 1 complex,nucleus,nucleoplasm,nucleolus,cytoplasm,cytosol,plasma membrane,cell-cell junction,glycogen granule,dendritic spine,perikaryon,extracellular exosome,MLL5-L complex,PTW/PP1 phosphatase complex,nuclear chromosome, telomeric region",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|P62136|PP1A_HUMAN Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens GN=PPP1CA PE=1 SV=1,29,46
P62140,PPP1CB,P62140,PP1B_HUMAN,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,TRUE,M / MaN,M,MaN,25,P62140,266.958038330078,120.567016601562,-1.15,1.15,-54.84,0.45,0,1.26E-01,2.19E-01,24,0.382263179470493,Homo sapiens,4.30%,37186.83,"G2/M transition of mitotic cell cycle,glycogen metabolic process,regulation of glycogen biosynthetic process,regulation of glycogen catabolic process,protein dephosphorylation,regulation of cell adhesion,circadian regulation of gene expression,regulation of circadian rhythm,entrainment of circadian clock by photoperiod,cell division","protein binding,phosphatase activity,myosin phosphatase activity,protein kinase binding,metal ion binding,myosin-light-chain-phosphatase activity","protein phosphatase type 1 complex,nucleus,nucleoplasm,nucleolus,cytosol,focal adhesion,glycogen granule,extracellular exosome,MLL5-L complex,PTW/PP1 phosphatase complex,nuclear chromosome, telomeric region",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|P62140|PP1B_HUMAN Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3,11,14
